السنة,الربع,المنطقة,النشاط الاقتصادي,حجم المنشأة,عدد المنشآت,عدد العاملين السعوديين,عدد السعوديين (ذكور),عدد السعوديات (إناث),عدد العاملين الأجانب,عدد الأجانب (ذكور),عدد الأجنبيات (إناث),Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
2023,1,منطقة مكة المكرمة,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,متناهية الصغر,11488,2133,1349,784,27172,27040,132,,,,,,,,,,
2023,1,منطقة مكة المكرمة,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,متوسطة,77,2648,2121,527,4981,4963,18,,,,,,,,,,
2023,1,منطقة نجران,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,صغيرة,97,222,133,89,937,936,1,,,,,,,,,,
2023,1,منطقة نجران,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,متناهية الصغر,914,128,77,51,2220,2214,6,,,,,,,,,,
2023,1,منطقة نجران,تجارة الجملة والتجزئة ، وإصلاح المركبات ذات المحركات والدراجات النارية,متوسطة,3,53,25,28,130,129,1,,,,,,,,,,
2023,1,المنطقة الشرقية,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,صغيرة,2322,9336,5154,4182,21830,21745,85,,,,,,,,,,
2023,1,المنطقة الشرقية,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,كبيرة,14,3854,2428,1426,3977,3967,10,,,,,,,,,,
2023,1,المنطقة الشرقية,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,متناهية الصغر,6642,3557,1969,1588,12805,12721,84,,,,,,,,,,
2023,1,المنطقة الشرقية,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,متوسطة,184,6688,4308,2380,11719,11625,94,,,,,,,,,,
2023,1,منطقة الباحة,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,صغيرة,87,273,179,94,733,732,1,,,,,,,,,,
2023,1,منطقة الباحة,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,متناهية الصغر,422,167,118,49,810,805,5,,,,,,,,,,
2023,1,منطقة الباحة,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,متوسطة,2,48,33,15,88,88,0,,,,,,,,,,
2023,1,منطقة الجوف,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,صغيرة,117,325,209,116,998,996,2,,,,,,,,,,
2023,1,منطقة الجوف,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,متناهية الصغر,643,195,131,64,1305,1300,5,,,,,,,,,,
2023,1,منطقة الجوف,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,متوسطة,2,99,31,68,162,161,1,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,صغيرة,48,123,70,53,357,356,1,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,متناهية الصغر,407,111,67,44,879,878,1,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,متوسطة,1,0,0,0,108,108,0,,,,,,,,,,
2023,1,منطقة الرياض,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,صغيرة,5411,22267,9981,12286,53693,53022,671,,,,,,,,,,
2023,1,منطقة الرياض,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,كبيرة,57,19601,11956,7645,19388,19003,385,,,,,,,,,,
2023,1,منطقة الرياض,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,متناهية الصغر,17008,6863,3249,3614,33868,33360,508,,,,,,,,,,
2023,1,منطقة الرياض,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,متوسطة,430,14732,7455,7277,25885,25482,403,,,,,,,,,,
2023,1,منطقة القصيم,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,صغيرة,435,1552,935,617,3988,3970,18,,,,,,,,,,
2023,1,منطقة القصيم,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,كبيرة,1,290,82,208,7,7,0,,,,,,,,,,
2023,1,منطقة القصيم,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,متناهية الصغر,2238,759,500,259,4519,4493,26,,,,,,,,,,
2023,1,منطقة القصيم,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,متوسطة,25,419,281,138,1597,1579,18,,,,,,,,,,
2023,1,منطقة المدينة المنورة,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,صغيرة,644,2215,1335,880,5323,5285,38,,,,,,,,,,
2023,1,منطقة المدينة المنورة,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,متناهية الصغر,3105,990,591,399,6409,6351,58,,,,,,,,,,
2023,1,منطقة المدينة المنورة,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,متوسطة,18,525,337,188,1051,1048,3,,,,,,,,,,
2023,1,منطقة تبوك,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,صغيرة,159,614,323,291,1514,1511,3,,,,,,,,,,
2023,1,منطقة تبوك,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,متناهية الصغر,936,322,169,153,1824,1815,9,,,,,,,,,,
2023,1,منطقة تبوك,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,متوسطة,9,190,121,69,510,508,2,,,,,,,,,,
2023,1,منطقة جازان,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,صغيرة,253,843,473,370,2369,2366,3,,,,,,,,,,
2023,1,منطقة جازان,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,متناهية الصغر,1803,425,259,166,3904,3882,22,,,,,,,,,,
2023,1,منطقة جازان,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,متوسطة,5,86,63,23,352,350,2,,,,,,,,,,
2023,1,منطقة حائل,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,صغيرة,160,553,279,274,1413,1404,9,,,,,,,,,,
2023,1,منطقة حائل,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,متناهية الصغر,760,219,134,85,1624,1618,6,,,,,,,,,,
2023,1,منطقة حائل,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,متوسطة,4,79,62,17,185,185,0,,,,,,,,,,
2023,1,منطقة عسير,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,صغيرة,527,1898,1220,678,4713,4707,6,,,,,,,,,,
2023,1,منطقة عسير,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,متناهية الصغر,2279,863,553,310,4794,4768,26,,,,,,,,,,
2023,1,منطقة عسير,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,متوسطة,18,516,321,195,952,946,6,,,,,,,,,,
2023,1,منطقة مكة المكرمة,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,صغيرة,4868,18902,8933,9969,47978,47330,648,,,,,,,,,,
2023,1,منطقة مكة المكرمة,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,كبيرة,36,7361,5245,2116,9129,8946,183,,,,,,,,,,
2023,1,منطقة مكة المكرمة,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,متناهية الصغر,15126,5562,2756,2806,31487,30903,584,,,,,,,,,,
2023,1,منطقة مكة المكرمة,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,متوسطة,358,12727,6879,5848,21257,20943,314,,,,,,,,,,
2023,1,منطقة نجران,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,صغيرة,106,345,189,156,979,966,13,,,,,,,,,,
2023,1,منطقة نجران,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,متناهية الصغر,627,164,92,72,1432,1424,8,,,,,,,,,,
2023,1,منطقة نجران,تجارة الجملة ، باستثناء المركبات ذات المحركات والدراجات النارية,متوسطة,6,152,91,61,286,286,0,,,,,,,,,,
2023,1,المنطقة الشرقية,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,صغيرة,3503,12795,6108,6687,30546,30333,213,,,,,,,,,,
2023,1,المنطقة الشرقية,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,كبيرة,28,7321,3802,3519,10785,10028,757,,,,,,,,,,
2023,1,المنطقة الشرقية,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,متناهية الصغر,17541,7471,3790,3681,34790,34568,222,,,,,,,,,,
2023,1,المنطقة الشرقية,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,متوسطة,206,6991,3526,3465,13068,12993,75,,,,,,,,,,
2023,1,منطقة الباحة,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,صغيرة,239,750,478,272,1781,1779,2,,,,,,,,,,
2023,1,منطقة الباحة,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,متناهية الصغر,1601,596,377,219,2938,2925,13,,,,,,,,,,
2023,1,منطقة الباحة,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,متوسطة,4,72,54,18,171,171,0,,,,,,,,,,
2023,1,منطقة الجوف,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,صغيرة,301,805,480,325,2367,2341,26,,,,,,,,,,
2023,1,منطقة الجوف,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,متناهية الصغر,2591,714,454,260,5120,5100,20,,,,,,,,,,
2023,1,منطقة الجوف,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,متوسطة,6,178,66,112,348,348,0,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,صغيرة,168,463,225,238,1322,1312,10,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,متناهية الصغر,1952,462,249,213,4035,4016,19,,,,,,,,,,
2023,1,منطقة الحدود الشمالية,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,متوسطة,4,63,43,20,301,293,8,,,,,,,,,,
2023,1,منطقة الرياض,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,صغيرة,7120,28831,12161,16670,69736,68715,1021,,,,,,,,,,
2023,1,منطقة الرياض,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,كبيرة,100,34209,18792,15417,47682,47059,623,,,,,,,,,,
2023,1,منطقة الرياض,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,متناهية الصغر,33690,11379,5417,5962,70093,69126,967,,,,,,,,,,
2023,1,منطقة الرياض,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,متوسطة,603,19870,8906,10964,37666,36920,746,,,,,,,,,,
2023,1,منطقة القصيم,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,صغيرة,1069,3747,2356,1391,9530,9485,45,,,,,,,,,,
2023,1,منطقة القصيم,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,كبيرة,3,434,147,287,992,992,0,,,,,,,,,,
2023,1,منطقة القصيم,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,متناهية الصغر,6874,2239,1368,871,13818,13745,73,,,,,,,,,,
2023,1,منطقة القصيم,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,متوسطة,58,1354,793,561,3359,3355,4,,,,,,,,,,
2023,1,منطقة المدينة المنورة,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,صغيرة,1361,4678,2537,2141,10691,10625,66,,,,,,,,,,
2023,1,منطقة المدينة المنورة,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,كبيرة,1,89,50,39,233,233,0,,,,,,,,,,
2023,1,منطقة المدينة المنورة,تجارة التجزئة، باستثناء المركبات ذات المحركات والدراجات النارية,متناهية الصغر,10349,3160,1917,1243,21572,21357,215,,,,,,,,,,
